kind	class	method	param	index	uri	field
METHOD	org.springframework.boot.web.server.Ssl	setClientAuth(org.springframework.boot.web.server.Ssl.ClientAuth)	null	null	/home/nima/Desktop/docker/benchmarks/springboot/spring-boot-project/spring-boot/src/main/java/org/springframework/boot/web/server/Ssl.java	clientAuth
METHOD	org.springframework.boot.web.server.Ssl	setCiphers(java.lang.String[])	null	null	/home/nima/Desktop/docker/benchmarks/springboot/spring-boot-project/spring-boot/src/main/java/org/springframework/boot/web/server/Ssl.java	ciphers
METHOD	org.springframework.boot.web.server.Ssl	setEnabledProtocols(java.lang.String[])	null	null	/home/nima/Desktop/docker/benchmarks/springboot/spring-boot-project/spring-boot/src/main/java/org/springframework/boot/web/server/Ssl.java	enabledProtocols
METHOD	org.springframework.boot.web.server.Ssl	setKeyAlias(java.lang.String)	null	null	/home/nima/Desktop/docker/benchmarks/springboot/spring-boot-project/spring-boot/src/main/java/org/springframework/boot/web/server/Ssl.java	keyAlias
METHOD	org.springframework.boot.web.server.Ssl	setKeyPassword(java.lang.String)	null	null	/home/nima/Desktop/docker/benchmarks/springboot/spring-boot-project/spring-boot/src/main/java/org/springframework/boot/web/server/Ssl.java	keyPassword
METHOD	org.springframework.boot.web.server.Ssl	setKeyStore(java.lang.String)	null	null	/home/nima/Desktop/docker/benchmarks/springboot/spring-boot-project/spring-boot/src/main/java/org/springframework/boot/web/server/Ssl.java	keyStore
METHOD	org.springframework.boot.web.server.Ssl	setKeyStorePassword(java.lang.String)	null	null	/home/nima/Desktop/docker/benchmarks/springboot/spring-boot-project/spring-boot/src/main/java/org/springframework/boot/web/server/Ssl.java	keyStorePassword
METHOD	org.springframework.boot.web.server.Ssl	setKeyStoreType(java.lang.String)	null	null	/home/nima/Desktop/docker/benchmarks/springboot/spring-boot-project/spring-boot/src/main/java/org/springframework/boot/web/server/Ssl.java	keyStoreType
METHOD	org.springframework.boot.web.server.Ssl	setKeyStoreProvider(java.lang.String)	null	null	/home/nima/Desktop/docker/benchmarks/springboot/spring-boot-project/spring-boot/src/main/java/org/springframework/boot/web/server/Ssl.java	keyStoreProvider
METHOD	org.springframework.boot.web.server.Ssl	setTrustStore(java.lang.String)	null	null	/home/nima/Desktop/docker/benchmarks/springboot/spring-boot-project/spring-boot/src/main/java/org/springframework/boot/web/server/Ssl.java	trustStore
METHOD	org.springframework.boot.web.server.Ssl	setTrustStorePassword(java.lang.String)	null	null	/home/nima/Desktop/docker/benchmarks/springboot/spring-boot-project/spring-boot/src/main/java/org/springframework/boot/web/server/Ssl.java	trustStorePassword
METHOD	org.springframework.boot.web.server.Ssl	setTrustStoreType(java.lang.String)	null	null	/home/nima/Desktop/docker/benchmarks/springboot/spring-boot-project/spring-boot/src/main/java/org/springframework/boot/web/server/Ssl.java	trustStoreType
METHOD	org.springframework.boot.web.server.Ssl	setTrustStoreProvider(java.lang.String)	null	null	/home/nima/Desktop/docker/benchmarks/springboot/spring-boot-project/spring-boot/src/main/java/org/springframework/boot/web/server/Ssl.java	trustStoreProvider
METHOD	org.springframework.boot.web.server.Ssl	setCertificate(java.lang.String)	null	null	/home/nima/Desktop/docker/benchmarks/springboot/spring-boot-project/spring-boot/src/main/java/org/springframework/boot/web/server/Ssl.java	certificate
METHOD	org.springframework.boot.web.server.Ssl	setCertificatePrivateKey(java.lang.String)	null	null	/home/nima/Desktop/docker/benchmarks/springboot/spring-boot-project/spring-boot/src/main/java/org/springframework/boot/web/server/Ssl.java	certificatePrivateKey
METHOD	org.springframework.boot.web.server.Ssl	setTrustCertificate(java.lang.String)	null	null	/home/nima/Desktop/docker/benchmarks/springboot/spring-boot-project/spring-boot/src/main/java/org/springframework/boot/web/server/Ssl.java	trustCertificate
METHOD	org.springframework.boot.web.server.Ssl	setTrustCertificatePrivateKey(java.lang.String)	null	null	/home/nima/Desktop/docker/benchmarks/springboot/spring-boot-project/spring-boot/src/main/java/org/springframework/boot/web/server/Ssl.java	trustCertificatePrivateKey
METHOD	org.springframework.boot.web.server.Ssl	setProtocol(java.lang.String)	null	null	/home/nima/Desktop/docker/benchmarks/springboot/spring-boot-project/spring-boot/src/main/java/org/springframework/boot/web/server/Ssl.java	protocol
METHOD	org.springframework.boot.rsocket.context.RSocketServerBootstrap	setApplicationEventPublisher(org.springframework.context.ApplicationEventPublisher)	null	null	/home/nima/Desktop/docker/benchmarks/springboot/spring-boot-project/spring-boot/src/main/java/org/springframework/boot/rsocket/context/RSocketServerBootstrap.java	eventPublisher
METHOD	org.springframework.boot.rsocket.netty.NettyRSocketServer	start()	null	null	/home/nima/Desktop/docker/benchmarks/springboot/spring-boot-project/spring-boot/src/main/java/org/springframework/boot/rsocket/netty/NettyRSocketServer.java	channel
METHOD	org.springframework.boot.rsocket.netty.NettyRSocketServerFactory	setFragmentSize(org.springframework.util.unit.DataSize)	null	null	/home/nima/Desktop/docker/benchmarks/springboot/spring-boot-project/spring-boot/src/main/java/org/springframework/boot/rsocket/netty/NettyRSocketServerFactory.java	fragmentSize
METHOD	org.springframework.boot.rsocket.netty.NettyRSocketServerFactory	setAddress(java.net.InetAddress)	null	null	/home/nima/Desktop/docker/benchmarks/springboot/spring-boot-project/spring-boot/src/main/java/org/springframework/boot/rsocket/netty/NettyRSocketServerFactory.java	address
METHOD	org.springframework.boot.rsocket.netty.NettyRSocketServerFactory	setTransport(org.springframework.boot.rsocket.server.RSocketServer.Transport)	null	null	/home/nima/Desktop/docker/benchmarks/springboot/spring-boot-project/spring-boot/src/main/java/org/springframework/boot/rsocket/netty/NettyRSocketServerFactory.java	transport
METHOD	org.springframework.boot.rsocket.netty.NettyRSocketServerFactory	setSsl(org.springframework.boot.web.server.Ssl)	null	null	/home/nima/Desktop/docker/benchmarks/springboot/spring-boot-project/spring-boot/src/main/java/org/springframework/boot/rsocket/netty/NettyRSocketServerFactory.java	ssl
